timestamp; stationId; stationName; departureId; delay; canceled; left; isExtra; destId; destName; arrivalTime; vehicleName, platform
1702180885;BE.NMBS.008200100;Lëtzebuerg;0;0;0;0;0;BE.NMBS.008866605;Athus;1702183800;BE.NMBS.L5055;1
1702180890;BE.NMBS.008200710;Hollerich;0;0;0;0;0;BE.NMBS.008866605;Athus;1702183980;BE.NMBS.L5055;1
1702180891;BE.NMBS.008200712;Leudelange;0;0;0;0;0;BE.NMBS.008866605;Athus;1702184280;BE.NMBS.L5055;1
1702180924;BE.NMBS.008811163;Bordet;0;60;0;0;0;BE.NMBS.008833001;Leuven;1702183860;BE.NMBS.S194004;1
1702180927;BE.NMBS.008811213;Diegem;0;0;0;0;0;BE.NMBS.008819406;Brussels Airport - Zaventem;1702181700;BE.NMBS.IC1903;1
1702180927;BE.NMBS.008811213;Diegem;1;0;0;0;0;BE.NMBS.008885001;Tournai;1702183920;BE.NMBS.IC1927;1
1702180927;BE.NMBS.008811221;Zaventem;0;0;0;0;0;BE.NMBS.008819406;Brussels Airport - Zaventem;1702182000;BE.NMBS.IC1903;1
1702180927;BE.NMBS.008811221;Zaventem;1;0;0;0;0;BE.NMBS.008885001;Tournai;1702183680;BE.NMBS.IC1927;1
1702180930;BE.NMBS.008811304;Brussel-Luxemburg/Bruxelles-Luxembourg;0;0;0;0;0;BE.NMBS.008833001;Leuven;1702183320;BE.NMBS.S194004;1
1702180931;BE.NMBS.008811411;Etterbeek;0;0;1;0;0;BE.NMBS.008833001;Leuven;1702182840;BE.NMBS.S194004;1
1702180934;BE.NMBS.008811601;Ottignies;0;0;0;0;0;BE.NMBS.008814001;Brussel-Zuid/Bruxelles-Midi;1702183320;BE.NMBS.IC2126;1
1702180934;BE.NMBS.008811601;Ottignies;1;0;0;0;0;BE.NMBS.008872009;Charleroi-Central;1702183800;BE.NMBS.IC5726;1
1702180934;BE.NMBS.008811676;Louvain-la-Neuve;0;0;0;0;0;BE.NMBS.008811601;Ottignies;1702184280;BE.NMBS.S85676;1
1702180940;BE.NMBS.008811825;Court-Saint-Étienne;0;0;0;0;0;BE.NMBS.008872009;Charleroi-Central;1702184100;BE.NMBS.IC5726;1
1702180940;BE.NMBS.008811916;Brussel-Schuman/Bruxelles-Schuman;0;0;0;0;0;BE.NMBS.008833001;Leuven;1702183500;BE.NMBS.S194004;1
1702180941;BE.NMBS.008812005;Brussel-Noord/Bruxelles-Nord;0;0;0;0;0;BE.NMBS.008819406;Brussels Airport - Zaventem;1702181040;BE.NMBS.IC1903;1
1702180941;BE.NMBS.008812005;Brussel-Noord/Bruxelles-Nord;1;0;0;0;0;BE.NMBS.008819406;Brussels Airport - Zaventem;1702182000;BE.NMBS.IC3704;1
1702180941;BE.NMBS.008812005;Brussel-Noord/Bruxelles-Nord;2;0;0;0;0;BE.NMBS.008892007;Gent-Sint-Pieters;1702183020;BE.NMBS.IC3628;1
1702180941;BE.NMBS.008812005;Brussel-Noord/Bruxelles-Nord;3;0;0;0;0;BE.NMBS.008881000;Mons;1702183380;BE.NMBS.IC3726;1
1702180941;BE.NMBS.008812005;Brussel-Noord/Bruxelles-Nord;4;60;0;0;0;BE.NMBS.008814001;Brussel-Zuid/Bruxelles-Midi;1702183800;BE.NMBS.S102076;1
1702180941;BE.NMBS.008812005;Brussel-Noord/Bruxelles-Nord;5;60;0;0;0;BE.NMBS.008891702;Oostende;1702183860;BE.NMBS.IC527;1
1702180941;BE.NMBS.008812005;Brussel-Noord/Bruxelles-Nord;6;0;0;0;0;BE.NMBS.008819406;Brussels Airport - Zaventem;1702183980;BE.NMBS.IC2804;1
1702180941;BE.NMBS.008812005;Brussel-Noord/Bruxelles-Nord;7;0;0;0;0;BE.NMBS.008872009;Charleroi-Central;1702184100;BE.NMBS.IC3126;1
1702180941;BE.NMBS.008812005;Brussel-Noord/Bruxelles-Nord;8;0;0;0;0;BE.NMBS.008400058;Amsterdam CS;1702184160;BE.NMBS.IC9211;1
1702180941;BE.NMBS.008812005;Brussel-Noord/Bruxelles-Nord;9;60;0;0;0;BE.NMBS.008885001;Tournai;1702184460;BE.NMBS.IC1927;1
1702180942;BE.NMBS.008812021;Bockstael;0;0;0;0;0;BE.NMBS.008814001;Brussel-Zuid/Bruxelles-Midi;1702183440;BE.NMBS.S102076;1
1702180942;BE.NMBS.008812047;Jette;0;0;0;0;0;BE.NMBS.008814001;Brussel-Zuid/Bruxelles-Midi;1702183320;BE.NMBS.S102076;1
1702180942;BE.NMBS.008812047;Jette;1;0;0;0;0;BE.NMBS.008814001;Brussel-Zuid/Bruxelles-Midi;1702184400;BE.NMBS.IC2227;1
1702180945;BE.NMBS.008812211;Sint-Agatha-Berchem/Berchem-Sainte-Agathe;0;0;0;0;0;BE.NMBS.008814001;Brussel-Zuid/Bruxelles-Midi;1702183080;BE.NMBS.S102076;1
1702180945;BE.NMBS.008812229;Groot-Bijgaarden;0;0;0;0;0;BE.NMBS.008814001;Brussel-Zuid/Bruxelles-Midi;1702182960;BE.NMBS.S102076;1
1702180946;BE.NMBS.008812237;Dilbeek;0;0;0;0;0;BE.NMBS.008814001;Brussel-Zuid/Bruxelles-Midi;1702182780;BE.NMBS.S102076;1
1702180946;BE.NMBS.008812245;Sint-Martens-Bodegem;0;0;0;0;0;BE.NMBS.008814001;Brussel-Zuid/Bruxelles-Midi;1702182540;BE.NMBS.S102076;1
1702180946;BE.NMBS.008812252;Ternat;0;0;0;0;0;BE.NMBS.008814001;Brussel-Zuid/Bruxelles-Midi;1702182360;BE.NMBS.S102076;1
1702180947;BE.NMBS.008812260;Essene-Lombeek;0;60;0;0;0;BE.NMBS.008814001;Brussel-Zuid/Bruxelles-Midi;1702182120;BE.NMBS.S102076;1
1702180947;BE.NMBS.008813003;Brussel-Centraal/Bruxelles-Central;0;0;0;0;0;BE.NMBS.008819406;Brussels Airport - Zaventem;1702181640;BE.NMBS.IC3704;1
1702180947;BE.NMBS.008813003;Brussel-Centraal/Bruxelles-Central;1;0;0;0;0;BE.NMBS.008892007;Gent-Sint-Pieters;1702183260;BE.NMBS.IC3628;1
1702180947;BE.NMBS.008813003;Brussel-Centraal/Bruxelles-Central;2;0;0;0;0;BE.NMBS.008819406;Brussels Airport - Zaventem;1702183440;BE.NMBS.IC2804;1
1702180947;BE.NMBS.008813003;Brussel-Centraal/Bruxelles-Central;3;0;0;0;0;BE.NMBS.008881000;Mons;1702183680;BE.NMBS.IC3726;1
1702180947;BE.NMBS.008813003;Brussel-Centraal/Bruxelles-Central;4;0;0;0;0;BE.NMBS.008400058;Amsterdam CS;1702183740;BE.NMBS.IC9211;1
1702180947;BE.NMBS.008813003;Brussel-Centraal/Bruxelles-Central;5;60;0;0;0;BE.NMBS.008814001;Brussel-Zuid/Bruxelles-Midi;1702184040;BE.NMBS.S102076;1
1702180947;BE.NMBS.008813003;Brussel-Centraal/Bruxelles-Central;6;0;0;0;0;BE.NMBS.008819406;Brussels Airport - Zaventem;1702184160;BE.NMBS.IC1904;1
1702180947;BE.NMBS.008813003;Brussel-Centraal/Bruxelles-Central;7;0;0;0;0;BE.NMBS.008891702;Oostende;1702184160;BE.NMBS.IC527;1
1702180947;BE.NMBS.008813003;Brussel-Centraal/Bruxelles-Central;8;0;0;0;0;BE.NMBS.008872009;Charleroi-Central;1702184400;BE.NMBS.IC3126;1
1702180947;BE.NMBS.008813003;Brussel-Centraal/Bruxelles-Central;9;0;0;0;0;BE.NMBS.008895802;Denderleeuw;1702184460;BE.NMBS.S102055;1
1702180947;BE.NMBS.008813003;Brussel-Centraal/Bruxelles-Central;10;0;0;0;0;BE.NMBS.008844628;Eupen;1702184460;BE.NMBS.IC504;1
1702180948;BE.NMBS.008814001;Brussel-Zuid/Bruxelles-Midi;0;0;0;0;0;BE.NMBS.008819406;Brussels Airport - Zaventem;1702181340;BE.NMBS.IC3704;1
1702180948;BE.NMBS.008814001;Brussel-Zuid/Bruxelles-Midi;1;0;0;0;0;BE.NMBS.008819406;Brussels Airport - Zaventem;1702183140;BE.NMBS.IC2804;0
1702180948;BE.NMBS.008814001;Brussel-Zuid/Bruxelles-Midi;2;0;0;0;0;BE.NMBS.008400058;Amsterdam CS;1702183440;BE.NMBS.IC9211;1
1702180948;BE.NMBS.008814001;Brussel-Zuid/Bruxelles-Midi;3;0;0;0;0;BE.NMBS.008892007;Gent-Sint-Pieters;1702183680;BE.NMBS.IC3628;1
1702180948;BE.NMBS.008814001;Brussel-Zuid/Bruxelles-Midi;4;0;0;0;0;BE.NMBS.008819406;Brussels Airport - Zaventem;1702183860;BE.NMBS.IC1904;1
1702180948;BE.NMBS.008814001;Brussel-Zuid/Bruxelles-Midi;5;0;0;0;0;BE.NMBS.008844628;Eupen;1702184160;BE.NMBS.IC504;1
1702180948;BE.NMBS.008814001;Brussel-Zuid/Bruxelles-Midi;6;0;0;0;0;BE.NMBS.008881000;Mons;1702184160;BE.NMBS.IC3726;1
1702180948;BE.NMBS.008814001;Brussel-Zuid/Bruxelles-Midi;7;0;0;0;0;BE.NMBS.008895802;Denderleeuw;1702184220;BE.NMBS.S102055;1
1702180948;BE.NMBS.008814001;Brussel-Zuid/Bruxelles-Midi;8;0;0;0;0;BE.NMBS.008821006;Antwerpen-Centraal;1702184340;BE.NMBS.IC3105;1
1702180948;BE.NMBS.008814001;Brussel-Zuid/Bruxelles-Midi;9;0;0;0;0;BE.NMBS.008833001;Leuven;1702184400;BE.NMBS.S23755;1
1702180950;BE.NMBS.008814142;Linkebeek;0;0;1;0;0;BE.NMBS.008833001;Leuven;1702181760;BE.NMBS.S194004;1
1702180950;BE.NMBS.008814167;Sint-Genesius-Rode;0;0;1;0;0;BE.NMBS.008833001;Leuven;1702181400;BE.NMBS.S194004;1
1702180951;BE.NMBS.008814209;Nivelles;0;0;0;0;0;BE.NMBS.008821006;Antwerpen-Centraal;1702182600;BE.NMBS.IC3105;1
1702180951;BE.NMBS.008814209;Nivelles;1;0;0;0;0;BE.NMBS.008833001;Leuven;1702183380;BE.NMBS.S194005;1
1702180951;BE.NMBS.008814209;Nivelles;2;0;0;0;0;BE.NMBS.008812005;Brussel-Noord/Bruxelles-Nord;1702184460;BE.NMBS.S11956;1
1702180951;BE.NMBS.008814241;Lillois;0;0;0;0;0;BE.NMBS.008833001;Leuven;1702183860;BE.NMBS.S194005;1
1702180954;BE.NMBS.008814258;Braine-l'Alleud;0;0;0;0;0;BE.NMBS.008821006;Antwerpen-Centraal;1702183260;BE.NMBS.IC3105;1
1702180954;BE.NMBS.008814258;Braine-l'Alleud;1;0;0;0;0;BE.NMBS.008833001;Leuven;1702184220;BE.NMBS.S194005;1
1702180954;BE.NMBS.008814266;Waterloo;0;0;1;0;0;BE.NMBS.008833001;Leuven;1702181100;BE.NMBS.S194004;1
1702180954;BE.NMBS.008814266;Waterloo;1;0;0;0;0;BE.NMBS.008833001;Leuven;1702184460;BE.NMBS.S194005;1
1702180958;BE.NMBS.008814449;Sint-Job;0;0;1;0;0;BE.NMBS.008833001;Leuven;1702182060;BE.NMBS.S194004;1
1702180958;BE.NMBS.008814456;Boondaal/Boondael;0;0;1;0;0;BE.NMBS.008833001;Leuven;1702182480;BE.NMBS.S194004;1
1702180959;BE.NMBS.008814464;Diesdelle/Vivier d'Oie;0;0;1;0;0;BE.NMBS.008833001;Leuven;1702182240;BE.NMBS.S194004;1
1702180960;BE.NMBS.008819406;Brussels Airport - Zaventem;0;0;0;0;0;BE.NMBS.008833001;Leuven;1702180920;BE.NMBS.S194003;1
1702180960;BE.NMBS.008819406;Brussels Airport - Zaventem;1;0;0;0;0;BE.NMBS.008833001;Leuven;1702181400;BE.NMBS.IC2604;0
1702180960;BE.NMBS.008819406;Brussels Airport - Zaventem;2;0;0;0;0;BE.NMBS.008892007;Gent-Sint-Pieters;1702182300;BE.NMBS.IC3628;1
1702180960;BE.NMBS.008819406;Brussels Airport - Zaventem;3;0;0;0;0;BE.NMBS.008881000;Mons;1702182600;BE.NMBS.IC3726;1
1702180960;BE.NMBS.008819406;Brussels Airport - Zaventem;4;0;0;0;0;BE.NMBS.008885001;Tournai;1702183320;BE.NMBS.IC1927;1
1702180960;BE.NMBS.008819406;Brussels Airport - Zaventem;5;0;0;0;0;BE.NMBS.008821006;Antwerpen-Centraal;1702183920;BE.NMBS.IC2626;1
1702180960;BE.NMBS.008819406;Brussels Airport - Zaventem;6;60;0;0;0;BE.NMBS.008833001;Leuven;1702184520;BE.NMBS.S194004;1
1702180960;BE.NMBS.008821006;Antwerpen-Centraal;0;0;0;0;0;BE.NMBS.008891702;Oostende;1702181100;BE.NMBS.IC1826;0
1702180960;BE.NMBS.008821006;Antwerpen-Centraal;1;0;0;0;0;BE.NMBS.008831005;Hasselt;1702182960;BE.NMBS.IC2605;1
1702180960;BE.NMBS.008821006;Antwerpen-Centraal;2;0;0;0;0;BE.NMBS.008892007;Gent-Sint-Pieters;1702182960;BE.NMBS.IC705;1
1702180960;BE.NMBS.008821006;Antwerpen-Centraal;3;0;0;0;0;BE.NMBS.008814001;Brussel-Zuid/Bruxelles-Midi;1702183200;BE.NMBS.IC3326;1
1702180960;BE.NMBS.008821006;Antwerpen-Centraal;4;0;0;0;0;BE.NMBS.008814001;Brussel-Zuid/Bruxelles-Midi;1702183500;BE.NMBS.S11776;1
1702180960;BE.NMBS.008821006;Antwerpen-Centraal;5;0;0;0;0;BE.NMBS.008400526;Roosendaal;1702183800;BE.NMBS.S322555;1
1702180962;BE.NMBS.008821063;Antwerpen-Luchtbal;0;0;0;0;0;BE.NMBS.008400526;Roosendaal;1702184100;BE.NMBS.S322555;1
1702180962;BE.NMBS.008821071;Ekeren;0;0;0;0;0;BE.NMBS.008400526;Roosendaal;1702184520;BE.NMBS.S322555;1
1702180963;BE.NMBS.008821089;Antwerpen-Noorderdokken;0;0;0;0;0;BE.NMBS.008400526;Roosendaal;1702184280;BE.NMBS.S322555;1
1702180963;BE.NMBS.008821121;Antwerpen-Berchem;0;0;0;0;0;BE.NMBS.008891702;Oostende;1702181400;BE.NMBS.IC1826;1
1702180963;BE.NMBS.008821121;Antwerpen-Berchem;1;0;0;0;0;BE.NMBS.008821006;Antwerpen-Centraal;1702183080;BE.NMBS.IC4325;1
1702180963;BE.NMBS.008821121;Antwerpen-Berchem;2;0;0;0;0;BE.NMBS.008892007;Gent-Sint-Pieters;1702183260;BE.NMBS.IC705;1
1702180963;BE.NMBS.008821121;Antwerpen-Berchem;3;0;0;0;0;BE.NMBS.008831005;Hasselt;1702183260;BE.NMBS.IC2605;1
1702180963;BE.NMBS.008821121;Antwerpen-Berchem;4;0;0;0;0;BE.NMBS.008814001;Brussel-Zuid/Bruxelles-Midi;1702183500;BE.NMBS.IC3326;1
1702180963;BE.NMBS.008821121;Antwerpen-Berchem;5;0;0;0;0;BE.NMBS.008814001;Brussel-Zuid/Bruxelles-Midi;1702183800;BE.NMBS.S11776;1
1702180964;BE.NMBS.008821154;Mortsel-Deurnesteenweg;0;0;0;0;0;BE.NMBS.008814001;Brussel-Zuid/Bruxelles-Midi;1702183980;BE.NMBS.S11776;1
1702180964;BE.NMBS.008821196;Antwerpen-Zuid;0;60;0;0;0;BE.NMBS.008891702;Oostende;1702181700;BE.NMBS.IC1826;1
1702180965;BE.NMBS.008821238;Mortsel-Oude God;0;0;0;0;0;BE.NMBS.008814001;Brussel-Zuid/Bruxelles-Midi;1702183740;BE.NMBS.IC3326;1
1702180965;BE.NMBS.008821238;Mortsel-Oude God;1;60;0;0;0;BE.NMBS.008814001;Brussel-Zuid/Bruxelles-Midi;1702184100;BE.NMBS.S11776;1
1702180966;BE.NMBS.008821311;Kontich-Lint;0;0;0;0;0;BE.NMBS.008814001;Brussel-Zuid/Bruxelles-Midi;1702184460;BE.NMBS.S11776;1
1702180966;BE.NMBS.008821337;Hove;0;0;0;0;0;BE.NMBS.008814001;Brussel-Zuid/Bruxelles-Midi;1702184280;BE.NMBS.S11776;1
1702180969;BE.NMBS.008821600;Lier;0;0;0;0;0;BE.NMBS.008821006;Antwerpen-Centraal;1702182360;BE.NMBS.IC4325;1
1702180971;BE.NMBS.008821717;Herentals;0;0;0;0;0;BE.NMBS.008821006;Antwerpen-Centraal;1702181400;BE.NMBS.IC4325;1
1702180975;BE.NMBS.008822004;Mechelen;0;0;0;0;0;BE.NMBS.008831005;Hasselt;1702184160;BE.NMBS.IC2605;1
1702180980;BE.NMBS.008822343;Mechelen-Nekkerspoel;0;0;0;0;0;BE.NMBS.008814001;Brussel-Zuid/Bruxelles-Midi;1702184280;BE.NMBS.IC3326;1
1702180992;BE.NMBS.008831005;Hasselt;0;0;0;0;0;BE.NMBS.008841004;Liège-Guillemins;1702183560;BE.NMBS.IC2904;1
1702180993;BE.NMBS.008831112;Diepenbeek;0;0;0;0;0;BE.NMBS.008841004;Liège-Guillemins;1702184040;BE.NMBS.IC2904;1
1702180993;BE.NMBS.008831138;Bilzen;0;0;0;0;0;BE.NMBS.008841004;Liège-Guillemins;1702184460;BE.NMBS.IC2904;1
1702180998;BE.NMBS.008832409;Mol;0;0;0;0;0;BE.NMBS.008821006;Antwerpen-Centraal;1702184280;BE.NMBS.IC4326;1
1702180999;BE.NMBS.008832458;Olen;0;120;0;0;0;BE.NMBS.008821006;Antwerpen-Centraal;1702180920;BE.NMBS.IC4325;1
1702181000;BE.NMBS.008832565;Lommel;0;0;0;0;0;BE.NMBS.008821006;Antwerpen-Centraal;1702183560;BE.NMBS.IC4326;1
1702181000;BE.NMBS.008832573;Overpelt;0;0;0;0;0;BE.NMBS.008821006;Antwerpen-Centraal;1702183200;BE.NMBS.IC4326;1
1702181000;BE.NMBS.008832615;Neerpelt;0;0;0;0;0;BE.NMBS.008821006;Antwerpen-Centraal;1702183020;BE.NMBS.IC4326;1
1702181001;BE.NMBS.008833001;Leuven;0;0;0;0;0;BE.NMBS.008892007;Gent-Sint-Pieters;1702181220;BE.NMBS.IC3628;1
1702181001;BE.NMBS.008833001;Leuven;1;0;0;0;0;BE.NMBS.008891702;Oostende;1702182840;BE.NMBS.IC527;1
1702181001;BE.NMBS.008833001;Leuven;2;0;0;0;0;BE.NMBS.008821006;Antwerpen-Centraal;1702182960;BE.NMBS.IC2626;1
1702181001;BE.NMBS.008833001;Leuven;3;0;0;0;0;BE.NMBS.008814209;Nivelles;1702183680;BE.NMBS.S194027;0
1702181001;BE.NMBS.008833050;Vertrijk;0;0;0;0;0;BE.NMBS.008892007;Gent-Sint-Pieters;1702184280;BE.NMBS.IC3629;1
1702181005;BE.NMBS.008833308;Tienen;0;0;0;0;0;BE.NMBS.008891702;Oostende;1702181760;BE.NMBS.IC527;1
1702181005;BE.NMBS.008833308;Tienen;1;0;0;0;0;BE.NMBS.008892007;Gent-Sint-Pieters;1702183860;BE.NMBS.IC3629;1
1702181005;BE.NMBS.008833449;Ezemaal;0;0;0;0;0;BE.NMBS.008892007;Gent-Sint-Pieters;1702183440;BE.NMBS.IC3629;1
1702181006;BE.NMBS.008833605;Landen;0;0;0;0;0;BE.NMBS.008891702;Oostende;1702181160;BE.NMBS.IC527;1
1702181006;BE.NMBS.008833605;Landen;1;0;0;0;0;BE.NMBS.008892007;Gent-Sint-Pieters;1702182900;BE.NMBS.IC3629;1
1702181006;BE.NMBS.008833670;Neerwinden;0;0;0;0;0;BE.NMBS.008892007;Gent-Sint-Pieters;1702183200;BE.NMBS.IC3629;1
1702181006;BE.NMBS.008841004;Liège-Guillemins;0;0;0;0;0;BE.NMBS.008015345;Aachen Hbf;1702181940;BE.NMBS.S415005;1
1702181006;BE.NMBS.008841004;Liège-Guillemins;1;0;0;0;0;BE.NMBS.008841525;Liège-Saint-Lambert;1702183380;BE.NMBS.S415025;1
1702181006;BE.NMBS.008841004;Liège-Guillemins;2;0;0;0;0;BE.NMBS.008891702;Oostende;1702184220;BE.NMBS.IC528;1
1702181010;BE.NMBS.008841558;Liège-Carré;0;0;0;0;0;BE.NMBS.008841525;Liège-Saint-Lambert;1702183680;BE.NMBS.S415025;1
1702181012;BE.NMBS.008842002;Angleur;0;0;0;0;0;BE.NMBS.008015345;Aachen Hbf;1702182300;BE.NMBS.S415005;1
1702181012;BE.NMBS.008842002;Angleur;1;0;0;0;0;BE.NMBS.008841525;Liège-Saint-Lambert;1702182960;BE.NMBS.S415025;1
1702181012;BE.NMBS.008842036;Chênée;0;0;0;0;0;BE.NMBS.008015345;Aachen Hbf;1702182480;BE.NMBS.S415005;1
1702181012;BE.NMBS.008842036;Chênée;1;0;0;0;0;BE.NMBS.008841525;Liège-Saint-Lambert;1702182780;BE.NMBS.S415025;1
1702181013;BE.NMBS.008842051;Chaudfontaine;0;0;0;0;0;BE.NMBS.008841525;Liège-Saint-Lambert;1702182540;BE.NMBS.S415025;1
1702181013;BE.NMBS.008842051;Chaudfontaine;1;0;0;0;0;BE.NMBS.008015345;Aachen Hbf;1702182660;BE.NMBS.S415005;1
1702181023;BE.NMBS.008844008;Verviers-Central;0;60;0;0;0;BE.NMBS.008841525;Liège-Saint-Lambert;1702181340;BE.NMBS.S415025;1
1702181023;BE.NMBS.008844008;Verviers-Central;1;0;0;0;0;BE.NMBS.008891702;Oostende;1702182900;BE.NMBS.IC528;1
1702181023;BE.NMBS.008844008;Verviers-Central;2;0;0;0;0;BE.NMBS.008015345;Aachen Hbf;1702183920;BE.NMBS.S415005;1
1702181023;BE.NMBS.008844057;Verviers-Palais;0;120;0;0;0;BE.NMBS.008841525;Liège-Saint-Lambert;1702181100;BE.NMBS.S415025;1
1702181023;BE.NMBS.008844057;Verviers-Palais;1;0;0;0;0;BE.NMBS.008015345;Aachen Hbf;1702184040;BE.NMBS.S415005;1
1702181024;BE.NMBS.008844206;Pepinster;0;0;0;0;0;BE.NMBS.008841525;Liège-Saint-Lambert;1702181640;BE.NMBS.S415025;1
1702181024;BE.NMBS.008844206;Pepinster;1;0;0;0;0;BE.NMBS.008015345;Aachen Hbf;1702183560;BE.NMBS.S415005;1
1702181024;BE.NMBS.008844230;Nessonvaux;0;0;0;0;0;BE.NMBS.008841525;Liège-Saint-Lambert;1702181940;BE.NMBS.S415025;1
1702181024;BE.NMBS.008844230;Nessonvaux;1;0;0;0;0;BE.NMBS.008015345;Aachen Hbf;1702183260;BE.NMBS.S415005;1
1702181025;BE.NMBS.008844255;Fraipont;0;0;0;0;0;BE.NMBS.008841525;Liège-Saint-Lambert;1702182120;BE.NMBS.S415025;1
1702181025;BE.NMBS.008844255;Fraipont;1;0;0;0;0;BE.NMBS.008015345;Aachen Hbf;1702183080;BE.NMBS.S415005;1
1702181025;BE.NMBS.008844271;Trooz;0;0;0;0;0;BE.NMBS.008841525;Liège-Saint-Lambert;1702182300;BE.NMBS.S415025;1
1702181025;BE.NMBS.008844271;Trooz;1;0;0;0;0;BE.NMBS.008015345;Aachen Hbf;1702182900;BE.NMBS.S415005;1
1702181028;BE.NMBS.008844503;Welkenraedt;0;0;0;0;0;BE.NMBS.008891702;Oostende;1702182120;BE.NMBS.IC528;1
1702181028;BE.NMBS.008844503;Welkenraedt;1;0;0;0;0;BE.NMBS.008841525;Liège-Saint-Lambert;1702184040;BE.NMBS.S415026;1
1702181028;BE.NMBS.008844545;Dolhain-Gileppe;0;0;0;0;0;BE.NMBS.008841525;Liège-Saint-Lambert;1702184340;BE.NMBS.S415026;1
1702181028;BE.NMBS.008844545;Dolhain-Gileppe;1;0;0;0;0;BE.NMBS.008015345;Aachen Hbf;1702184460;BE.NMBS.S415005;1
1702181035;BE.NMBS.008861200;Gembloux;0;0;0;0;0;BE.NMBS.008814001;Brussel-Zuid/Bruxelles-Midi;1702182540;BE.NMBS.IC2126;1
1702181035;BE.NMBS.008861200;Gembloux;1;0;0;0;0;BE.NMBS.008814001;Brussel-Zuid/Bruxelles-Midi;1702184400;BE.NMBS.IC2526;1
1702181039;BE.NMBS.008863008;Namur;0;0;0;0;0;BE.NMBS.008814001;Brussel-Zuid/Bruxelles-Midi;1702181640;BE.NMBS.IC2126;1
1702181039;BE.NMBS.008863008;Namur;1;0;0;0;0;BE.NMBS.008814001;Brussel-Zuid/Bruxelles-Midi;1702183620;BE.NMBS.IC2526;1
1702181039;BE.NMBS.008863008;Namur;2;0;0;0;0;BE.NMBS.008865003;Libramont;1702183920;BE.NMBS.L6055;1
1702181040;BE.NMBS.008863115;Jambes;0;60;0;0;0;BE.NMBS.008865003;Libramont;1702184160;BE.NMBS.L6055;1
1702181055;BE.NMBS.008865300;Bertrix;0;0;0;0;0;BE.NMBS.008863008;Namur;1702182720;BE.NMBS.L6077;0
1702181056;BE.NMBS.008865540;Paliseul;0;0;0;0;0;BE.NMBS.008863008;Namur;1702183320;BE.NMBS.L6077;1
1702181056;BE.NMBS.008865565;Carlsbourg;0;0;0;0;0;BE.NMBS.008863008;Namur;1702183500;BE.NMBS.L6077;1
1702181056;BE.NMBS.008865615;Graide;0;0;0;0;0;BE.NMBS.008863008;Namur;1702183740;BE.NMBS.L6077;1
1702181057;BE.NMBS.008865649;Gedinne;0;0;0;0;0;BE.NMBS.008863008;Namur;1702184100;BE.NMBS.L6077;1
1702181057;BE.NMBS.008866001;Arlon;0;0;0;0;0;BE.NMBS.008865003;Libramont;1702183200;BE.NMBS.L5977;1
1702181060;BE.NMBS.008866605;Athus;0;0;0;0;0;BE.NMBS.008865003;Libramont;1702184460;BE.NMBS.L5977;0
1702181060;BE.NMBS.008866662;Messancy;0;0;0;0;0;BE.NMBS.008865003;Libramont;1702183920;BE.NMBS.L5977;1
1702181062;BE.NMBS.008871100;Marchienne-au-Pont;0;0;0;0;0;BE.NMBS.008821006;Antwerpen-Centraal;1702181400;BE.NMBS.IC3105;1
1702181064;BE.NMBS.008871308;Luttre;0;0;0;0;0;BE.NMBS.008821006;Antwerpen-Centraal;1702182060;BE.NMBS.IC3105;1
1702181070;BE.NMBS.008872009;Charleroi-Central;0;0;0;0;0;BE.NMBS.008821006;Antwerpen-Centraal;1702181100;BE.NMBS.IC3105;1
1702181080;BE.NMBS.008881000;Mons;0;0;0;0;0;BE.NMBS.008819406;Brussels Airport - Zaventem;1702181940;BE.NMBS.IC3705;0
1702181081;BE.NMBS.008881166;Jurbeke;0;0;0;0;0;BE.NMBS.008819406;Brussels Airport - Zaventem;1702182600;BE.NMBS.IC3705;1
1702181085;BE.NMBS.008882107;La Louvière-Centre;0;0;0;0;0;BE.NMBS.008811007;Schaarbeek/Schaerbeek;1702183320;BE.NMBS.IC3405;1
1702181086;BE.NMBS.008882206;La Louvière-Sud;0;0;0;0;0;BE.NMBS.008811007;Schaarbeek/Schaerbeek;1702182960;BE.NMBS.IC3405;1
1702181087;BE.NMBS.008882339;Leval;0;60;0;0;0;BE.NMBS.008811007;Schaarbeek/Schaerbeek;1702181760;BE.NMBS.IC3405;1
1702181087;BE.NMBS.008882362;Binche;0;120;0;0;0;BE.NMBS.008811007;Schaarbeek/Schaerbeek;1702181460;BE.NMBS.IC3405;1
1702181088;BE.NMBS.008883006;Braine-le-Comte;0;0;0;0;0;BE.NMBS.008819406;Brussels Airport - Zaventem;1702183620;BE.NMBS.IC3705;1
1702181088;BE.NMBS.008883006;Braine-le-Comte;1;0;0;0;0;BE.NMBS.008811007;Schaarbeek/Schaerbeek;1702184640;BE.NMBS.IC3405;1
1702181089;BE.NMBS.008883113;Soignies;0;0;0;0;0;BE.NMBS.008819406;Brussels Airport - Zaventem;1702183200;BE.NMBS.IC3705;1
1702181089;BE.NMBS.008883212;Écaussinnes;0;60;0;0;0;BE.NMBS.008811007;Schaarbeek/Schaerbeek;1702184160;BE.NMBS.IC3405;1
1702181096;BE.NMBS.008885001;Tournai;0;0;0;0;0;BE.NMBS.008819406;Brussels Airport - Zaventem;1702183440;BE.NMBS.IC1905;1
